,Best Seller Ranking,Brand,Series,Model,Color,Operating System,CPU,Screen,Memory,Storage,Graphics Card,Video Memory,Dimensions (W x D x H),Weight,CPU Type,CPU Speed,Turbo Frequency,Number of Cores,CPU L3 Cache,Screen Size,Touchscreen,Wide Screen Support,Display Type,Resolution,Panel,LCD Features,GPU/VPU,Graphic Type,SSD,Memory Spec,Memory Slot (Total),Memory Slot (Available),Optical Drive Type,WLAN,WiFi Generation,Bluetooth,USB,HDMI,Keyboard,Backlit Keyboard,Webcam,Card Reader,Style,Type,Usage,Battery,Battery Life,Package Content,Date First Available,Price,Part Number,HDD,Memory Speed,Other Features,Core Name,Storage Spec,Max Memory Supported,Optical Drive Spec,Thunderbolt,Audio Ports,Touchpad,AC Adapter,Consumer Alert,Color Gamut,Audio,Memory Type,LAN,Ethernet,Speaker,Bezel Design,Chipset,Software Included,HDD RPM,HDD Interface,CPU Support,Video Port,Package Type,Other port,CPU L2 Cache,Refresh Rate,Virtual Reality Ready,Pointing Stick,Thunderbolt 3,Optical Drive,Tech,Smart Cache,Communication,Optical Drive Interface,Card slot
"HP 15t Laptop, 15.6"" IPS FHD Display, Intel Core i5-1135G7 Upto 4.2GHz, 16GB RAM, 512GB NVMe SSD, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Pro",,HP,,15t,Silver,Windows 10 Pro,Intel Core i5-1135G7,"15.6"" FHD Display",16GB,512 GB,Intel Iris Xe Graphics,,"9.52"" x 14.11"" x 0.7""",3 - 3.9 lbs.,Intel Core i5 11th Gen,1135G7 (2.40GHz),4.2GHz,Quad-core Processor,,"15.6""",No,Yes,Full HD,1920 x 1080,,In-plane Switching (IPS) Technology,Intel Iris Xe Graphics,Integrated Card,512 GB,8 GB x 2,2,0,,Wi-Fi 5 (802.11ac),,Bluetooth 5.0,"2x USB 3.1 Gen 1, 1x USB-C 3.1 Gen 1",1 x HDMI,Standard,Non-backlit,Yes,3-in-1,,,,3-cell Lithium Ion,> 5 hours,,"October 28, 2021","2    687.78
Name: 210, dtype: object",,No,DDR4 2400,,,512GB NVMe SSD,32 GB,,,1 x Headphone/Microphone Combo Jack,Yes,45-watt AC Adapter,,,Integrated Sound card,2 x SO-DIMM,10/100/1000Mbps,,Integrated Stereo Speakers,,,,,,8MB SmartCache,1x HDMI,Retail,,,,,,,,,,,,
"Newest Dell XPS 15 9510 Laptop, 15.6"" FHD+ 500 Nits Display, Intel i7-11800H, RTX 3050Ti, 32GB RAM, 1TB SSD, IR Webcam, Backlit Keyboard, Fingerprint Reader, WiFi 6, Thunderbolt 4, Win 11 Home",,,,,Silver,Windows 11 Home,,,32GB,,,,,,Intel Core i7 11th Gen,11800H (2.30GHz),,,,"15.6""",No,,,,,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,,1 TB,,,,,,,,,,,,,,,Mainstream,,,,,"December 15, 2021","2    2,369.00
Name: 211, dtype: object",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[Windows 11 Home] Newest HP Laptop, 15.6 Full HD, AMD Athlon Silver 3050u, 16GB RAM, 256GB SSD, Media Card Reader, USB Type-C, HDMI, Webcam, Wi-Fi, Bluetooth, Silver",,,,,Silver,Windows 11 Home,,,16GB,,,,,,AMD Athlon Silver,2.30GHz,,,,"15.6""",No,,,,,,AMD Radeon Graphics,,256 GB,,,,,,,,,,,,,,,Home / Personal,,,,,"November 19, 2021","2    499.00
Name: 212, dtype: object",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS VivoBook S17 S712 Thin and Light 17.3"" FHD Display, AMD Ryzen 5 5500U CPU, 8 GB DDR4 RAM, 128 GB PCIe NVMe SSD + 1 TB HDD, Windows 10 Home, Transparent Silver, S712UA-DS54",,ASUS,VivoBook,S712UA-DS54,Transparent Silver,Windows 10 Home 64-bit,AMD Ryzen 5 5500U 2.10 GHz,"17.3""",8GB,1 TB 5400 RPM HDD + 128 GB PCIe SSD,AMD Radeon Graphics,Shared system memory,"16.00"" x 10.10"" x 0.80""",5.10 lbs.,AMD Ryzen 5 5000 Series,5500U (2.10GHz),,6-core Processor,8 MB,"17.3""",No,Yes,Full HD,1920 x 1080,,250 nits Anti-glare,AMD Radeon Graphics,Integrated Card,128 GB PCIe,8 GB onboard,1,1,No,Wi-Fi 5 (802.11ac),Wi-Fi 5,Bluetooth 4.2 (Dual band) 2x2,2 x USB 2.0 Type-A1 x USB 3.2 Gen 1 Type-A1 x USB 3.2 Gen 1 Type-C,1 x HDMI 1.4,Backlit Chiclet Keyboard,Backlit,720p HD camera,Micro SD,Standard,Home / Personal,Consumer,"32 WHrs, 2S1P, 2-cell Li-ion",,,"April 04, 2022","2    699.00
Name: 213, dtype: object",90NB0TX3-M00190,1TB,,,,,16 GB,,,,,,,45% NTSC,,,,,,,,,5400 RPM,,,,,,,,,,,,,,,,
"[Windows 11 Pro] Newest HP Pavilion 15 Laptop | 15.6"" Full HD IPS Micro-Edge Display | Intel Core i7-1165G7 | 32GB DDR4 Memory | 512GB PCIe SSD | Backlit Keyboard | Fingerprint Reader | Silver",,,,,Silver,Windows 11 Pro,,,32GB,,,,,,Intel Core i7 11th Gen,2.80GHz,,,,"15.6""",No,,Full HD,1920 x 1080,,,Intel Iris Xe Graphics,,512 GB,,,,,,,,,,,,,,,Work / Business,,,,,"November 10, 2021","2    1,069.00
Name: 214, dtype: object",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad 3 17ITL06 82H900EFUS 17.3"" Notebook - HD+ - 1600 x 900 - Intel Core i7 11th Gen i7-1165G7 Quad-core (4 Core) 2.80 GHz - 8 GB RAM - 256 GB SSD - Arctic Gray - Intel Chip - Windows 1",,Lenovo,,,Gray,Windows 11 Home,,,8GB,,,,,,,,,,,"17.3""",No,,,1600 x 900,,,,Integrated Card,,,,,No,,,Yes,,,,,Yes,,,Home / Personal,,,,,"November 17, 2021","2    729.99
Name: 215, dtype: object",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo ThinkBook 15 Gen 2 Laptop, 15.6"" FHD IPS Touch  300 nits, i7-1165G7,   Iris Xe Graphics, 16GB, 512GB SSD, Win 10 Pro",,Lenovo,,20VE004HUS,Gray,Windows 10 Pro,,,16GB,,,,,3.96 lbs,Intel Core i7 11th Gen,2.80GHz,,Quad-core Processor,,"15.6""",Yes,,Full HD,1920 x 1080,,,,Integrated Card,512 GB,,,,,,,Bluetooth 5.0,,,,No,,,,Mainstream,,3-cell Lithium Ion,,,"March 10, 2022","2    929.40
Name: 216, dtype: object",20VE004HUS,No,DDR4 3200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo ThinkPad L15 Gen 2 Laptop, 15.6"" IPS FHD Display, AMD Core i5-1135G7  Upto 4.2GHz, 32GB RAM, 1TB NVMe SSD, HDMI, DisplayPort, Card Reader, Wi-Fi, Bluetooth, Windows 10 Pro",,Lenovo,ThinkPad,L15 Gen 2,Black,Windows 10 Pro,AMD Core i5-1135G7,"15.6"" FHD Display",32GB,1 TB,Intel Iris Xe Graphics,,"9.84"" x 14.43"" x 0.83""",4 - 4.9 lbs.,Intel Core i5 11th Gen,1135G7 (2.40GHz),4.2GHz,Quad-core Processor,,"15.6""",No,Yes,Full HD,1920 x 1080,,In-plane Switching (IPS) Technology,Intel Iris Xe Graphics,Integrated Card,1 TB,16 GB x 2,2,0,,Wi-Fi 6,,Bluetooth 5.0,"2x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1",1 x HDMI,Backlit Keyboard,Backlit,Yes,Micro SD,,Work / Business,,3-cell Lithium Ion,> 5 hours,,"January 13, 2022","2    1,299.99
Name: 217, dtype: object",,No,DDR4 2400,Fingerprint reader,,1TB NVMe SSD,32 GB,,,1 x Headphone/Microphone Combo Jack,Yes,65-watt AC Adapter,,,Integrated Sound card,2 x SO-DIMM,10/100/1000Mbps,,Integrated Stereo Speakers,,,,,,8MB SmartCache,"1x HDMI, 1x DisplayPort",Retail,,,,,,,,,,,,
"EVOO Ultra Thin Notebook, 14.1"" FHD Display, Intel Celeron N3350 Upto 2.4GHz, 4GB RAM, 64GB eMMC, Micro HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Home S (EVC141-6BK)",,EVOO,Ultra,Thin,Black,Windows 10 Home,Intel Celeron N3350,"14.1"" FHD Display",4GB,64 GB,Intel HD Graphics 500,,"8.7"" x 13.1"" x 0.7""",< 2lbs,Intel Celeron,N3350 (1.1GHz),2.4GHz,Dual-core Processor,,"14.1""",No,Yes,Full HD,1920 x 1080,,,Intel HD Graphics 500,Integrated Card,64 GB,4 GB x 1,0,0,,Wi-Fi 4 (802.11b/g/n),,Bluetooth 4.0,2x USB 3.0,1 x HDMI,Standard,Non-backlit,Yes,Micro SD,,Everyday Value,,3-cell Lithium Ion,> 5 hours,,"December 28, 2020","2    199.99
Name: 218, dtype: object",EVC141-6BK,No,DDR3  800,,,64GB eMMC,4 GB,,,1 x Headphone/Microphone Combo Jack,Yes,45-watt AC Adapter,,,Integrated Sound card,On-board memory,,,Integrated Stereo Speakers,,,,,,,1x Micro HDMI,Retail,,2MB,,,,,,,,,,
"ASUS VivoBook 17 Home & Business Laptop (Intel i7-1065G7 4-Core, 16GB RAM, 1TB PCIe SSD, 17.3"" HD+ (1600x900), Intel HD 610, Wifi, Bluetooth, Webcam, 1xUSB 3.2, 1xHDMI, SD Card, Win 10 Pro)",,ASUS,VivoBook 17,,Silver,Windows 10 Pro,,,16GB,,,,,,Intel Core i7 10th Gen,1.30GHz,3.9 GHz,Quad-core Processor,8MB Cache,"17.3""",No,,,1600 x 900,,,Intel HD Graphics 610,Integrated Card,1 TB,,,,No Optical Drive,802.11ac  Wireless LAN,,Bluetooth 4.2,,1 x HDMI,Standard,Non-backlit,Yes,Yes,Standard,,,,,,"June 17, 2021","2    1,006.00
Name: 219, dtype: object",,No,DDR4,,,1TB PCIe SSD,,,,1 x Headphone/Microphone Combo Jack,,,,,,SO-DIMM,No,,,,,,,,,,,,,,,No,No,,,,,,
"Lenovo ThinkBook 15 Gen 2 Laptop, 15.6"" FHD IPS  250 nits, i5-1135G7,   Iris Xe Graphics, 16GB, 512GB SSD, Win 10 Pro",,Lenovo,,20VE007FUS,Gray,Windows 10,,,16GB,,,,,3.96 lbs,Intel Core i5 11th Gen,4.20GHz,,Quad-core Processor,,"15.6""",No,,Full HD,1920 x 1080,,,,Integrated Card,512 GB,,,,,,,Bluetooth 5.0,,,,No,,,,Everyday Value,,3-cell Lithium Ion,,,"April 20, 2021","2    747.45
Name: 220, dtype: object",20VE007FUS,No,DDR4 3200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dell Inspiron 15.6"" Full HD TouchScreen Laptop,AMD Ryzen 5 3450U Processor,16GB DDR4,256GB SSD, AMD Radeon Vega 8, Wifi-AC, Bluetooth,HDMI,USB, Windows 10 Pro",,DELL,Inspiron,3505,Black,Windows 10 Pro,AMD Ryzen 5 3450U Processor 2.10GHz Up to 3.50GHz,"15.6"" Full HD Touchscreen LED-Backlit (1920 x 1080) Display",16GB,256GB Solid State Drive,AMD Radeon Vega 8,,14.33 x 9.8 x .78,4.05,AMD Ryzen 5,2.10GHz,3.5 GHz,Quad-core Processor,,"15.6""",Yes,Yes,"15.6"" Full HD Touchscreen LED-Backlit (1920 x 1080) Display",1920 x 1080,,"15.6"" Full HD Touchscreen LED-Backlit (1920 x 1080) Display",AMD Radeon Vega 8,Integrated,256 GB,16 GB DDR4,2,,No,802.11ac  Wireless LAN,,Bluetooth 4.1,"2 x USB 3.1, 1 x USB 2.0",1 x HDMI,Full Size Keyboard with Numeric Keypad,No,Integrated Widescreen HD Webcam with Dual Digital Microphone Array,1x Media Card Reader,Standard,Mainstream,Business,3-cell Lithium Ion,Up to 5 Hours,,"October 20, 2021","2    649.00
Name: 221, dtype: object",,No,DDR4,Dual Drives,,256GB Solid State Drive,32 GB,,,1 x Headphone/Microphone Combo Jack,Yes,45W,,,Stereo Speakers with MaxxAudio Pro Audio Processing,,10/100Mbps,,Integrated Stereo Speakers,,,,,,,HDMI,Retail,RJ-45,,,,,,No,64 Bit Quad Core Processor,,,,
"[Windows 11 Home] Newest ASUS VivoBook 15 Laptop, 15.6 Full HD Touchscreen, Intel Core i3-1115G4, 20GB RAM, 1TB SSD, Backlit Keyboard, Fingerprint Reader, USB Type-C, HDMI, Wi-Fi, Slate Gray",,,,,Slate Gray,Windows 11 Home,,,20GB,,,,,,Intel Core i3,3.00GHz,,,,"15.6""",Yes,,,,,,Intel UHD Graphics,,1 TB,,,,,,,,,,,,,,,Home / Personal,,,,,"December 21, 2021","2    649.00
Name: 223, dtype: object",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MSI Laptop Prestige 15 A11SC-045 Intel Core i7 11th Gen 1195G7 (2.90GHz) 32GB Memory 1 TB NVMe SSD NVIDIA GeForce GTX 1650 Max-Q 15.6"" 4K / UHD Windows 10 Pro 64-bit",,MSI,,Prestige 15 A11SC-045,Carbon Gray,Windows 10 Pro 64-bit,Intel Core i7-1195G7 2.90 GHz,"15.6"" 4K/UHD",32GB,1 TB NVMe SSD,NVIDIA GeForce GTX 1650 Max-Q,4GB,"14.40"" x 9.20"" x 0.63""",3.64 lbs.,Intel Core i7 11th Gen,1195G7 (2.90GHz),Up to 5.00 GHz,Quad-core Processor,12 MB,"15.6"" 4K / UHD",No,Yes,IPS,3840 x 2160,,,NVIDIA GeForce GTX 1650 Max-Q,Dedicated Card,1 TB NVMe,16 GB x 2,2,0,No,Killer WiFi 6E AX1675 (2x2),Wi-Fi 6E,Bluetooth 5.2,2 x USB 3.2 Gen 2 Type-A,1 x HDMI (4K @ 30Hz),White backlight keyboard (84 Key),Backlit,720p HD Webcam,Micro SD,Thin and Light,Mainstream,Business,4 cell (82Whr) Li-Polymer,Battery life up to 10 Hours,,"November 02, 2021","2    1,599.00
Name: 224, dtype: object",Prestige15A045-NW,,DDR4 3200,,Tiger Lake,1000 GB PCIe NVMe Hard Drive,64 GB,Not Included,"2 x Thunderbolt 4 (Support Power delivery, DP 1.4a, USB 4.0)",1 x Headphone/Microphone Combo Jack,Silky Glass Multi Touch with Finger print reader,90W Compact,,100% Adobe RGB,,,,,Speakers 2W x 2,Thin,,,,,,,,,,,,,,,,,,,
"HP 15 Laptop, 15.6"" FHD Display, AMD Ryzen 5 5500U Upto 4.0GHz, 16GB RAM, 1TB NVMe SSD, Vega 6, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 11 Home",,HP,,15,Blue,Windows 11 Home,AMD Ryzen 5 5500U,"15.6"" FHD Display",16GB,1 TB,AMD Radeon Vega 6,,"9.52"" x 14.11"" x 0.7""",3 - 3.9 lbs.,AMD Ryzen 5,5500U (2.10GHz),4.0GHz,6-core Processor,8MB,"15.6""",No,Yes,Full HD,1920 x 1080,,,AMD Radeon Vega 6,Integrated Card,1 TB,8 GB x 2,2,0,,Wi-Fi 5 (802.11ac),,Bluetooth 4.2,"1x USB-C 3.2 Gen 1, 2x USB 3.2 Gen 1",1 x HDMI,Standard,Non-backlit,Yes,3-in-1,,Mainstream,,3-cell Lithium Ion,> 5 hours,,"January 18, 2022","2    699.00
Name: 225, dtype: object",,No,DDR4 2400,,,1TB NVMe SSD,32 GB,,,1 x Headphone/Microphone Combo Jack,Yes,45-watt AC Adapter,,,Integrated Sound card,2 x SO-DIMM,,,Integrated Stereo Speakers,,,,,,,1x HDMI,Retail,,3MB,,,,,,,,,,
"Acer Laptop Aspire 3 A315-58-35VZ Intel Core i3 11th Gen 1115G4 (3.00GHz) 8GB Memory 256 GB NVMe SSD Intel UHD Graphics 15.6"" Windows 11 in S mode",,Acer,Aspire 3,A315-58-35VZ,Pure Silver,Windows 11 in S mode,Intel Core i3-1115G4 3.00 GHz,"15.6"" IPS",8GB,256 GB NVMe SSD,Intel UHD Graphics,Shared system memory,"14.31"" x 9.39"" x 0.78""",3.75 lbs.,Intel Core i3 11th Gen,1115G4 (3.00GHz),,Dual-core Processor,6 MB,"15.6""",No,Yes,Full HD,1920 x 1080,IPS,Acer ComfyView Widescreen LED-backlit IPS Display,Intel UHD Graphics,Integrated Card,256 GB NVMe,8 GB onboard,1,1,No,802.11ac WiFi 5 (Dual-Band 2.4GHz and 5GHz),Wi-Fi 5,Bluetooth 5.0,1 x USB 2.0/1.1 / 2 x USB 3.2 Gen 1 Type-A,1 x HDMI 2.0,,,HD Webcam (1280 x 720),,Standard,Home / Personal,Consumer,Lithium Ion,Up to 9 hours battery life,LaptopAC Adapter & Power Cord,"February 09, 2022","2    484.99
Name: 226, dtype: object",NX.AT0AA.006,,,,Tiger Lake,,16 GB,,,1 x Headphone/Microphone Combo Jack,Precision Touchpad (supporting Windows Modern Touchpad gestures),,,,High-Definition Audio SupportBuilt-in digital microphone,,10/100/1000Mbps,1 x RJ-45 (1Gbps),Two built-in stereo speakers,,,,,,,,,,,,,,,,,,,,
"Dell Inspiron 3511 15.6"" Full HD 1920 x 1080, 10th Gen Intel Core i5-1035G7 Quad Core Processor, 8GB DDR4 RAM, 256GB SSD, Intel UHD Graphics, Wifi-AC, Bluetooth,HDMI,USB, Windows 11 Pro",,DELL,Inspiron,3511,Black,Windows 11 Pro,10th Generation Intel Core i5-1035G7 Quad Core Processor 1.20GHz Up to 3.70GHz,"15.6"" Full HD WVA Display",8GB,256GB SSD,Intel UHD Graphics,,14.11 x 9.27 x .70,4,Intel Core i5 10th Gen,1035G7 (1.20GHz),3.70GHz,Quad-core Processor,6MB,"15.6""",No,Yes,"15.6"" Full HD WVA Display 1920 x 1080",1920 x 1080,,"15.6"" Full HD WVA Display",Intel UHD Graphics,Integrated,256 GB,8GB DDR4,,,No,802.11ac  Wireless LAN,,4.2,"2 x USB 3.2, 1 x USB 2.0",1 x HDMI,Full Size Keyboard with Numeric Keypad,No,Integrated Widescreen HD Webcam with Dual Digital Microphone Array,1x SD Media Card Reader,Standard,Mainstream,Business,"3-Cell Battery, 41WHr",Up to 6 Hours,"Laptop, Power Adapter, Power Cord","March 24, 2022","2    538.65
Name: 227, dtype: object",,No,DDR4,,,256GB SSD,32 GB,,,1 x Headphone/Microphone Combo Jack,Yes,65W,,,Waves MaxxAudio Pro,,No,,Integrated Stereo Speakers,,,,,,,HDMI,Brown DELL,,,,,,,No,64 Bit Quad Core Processor,,,,
"Lenovo IdeaPad 3 Laptop, 17.3"" FHD (1920x1080) Non-Touch, Intel Core i5-1135G7, 8GB RAM, 256GB SSD, Windows 11",,Lenovo,,Lenovo IdeaPad 3,Gray,Windows 11 Home,,,8GB,,,,,,Intel Core i5 11th Gen,4000+,,,,"17.3""",No,,,1920 x 1080,,,Integrated Graphics,Integrated Card,256 GB,,,,No,802.11ac  Wireless LAN,,Yes,,,,,,,,Mainstream,,,,,"January 17, 2022","2    579.00
Name: 228, dtype: object",,,DDR4 1866,,,,,None,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Toshiba Dynabook Tecra A30-G Intel Celeron Processor 5205U 1.90 GHz, 13.3"" FHD, 4 GB DDR4, 128 GB PCIe NVMe SSD, Intel UHD Graphics, 802.11ax Wireless, Bluetooth, Windows 10 Pro Education",,Dynabook,Tecra A30-G,PSZ20U-2DM01P,Black,Windows 10 Pro Education,Intel Celeron 5205U 1.90 GHz,"13.3""",4GB,128 GB PCIe NVMe SSD,Intel UHD Graphics,Shared system memory,"12.44"" x 8.94"" x 0.78""",2.65 lbs.,Intel Celeron,5205U (1.90GHz),,Dual-core Processor,,"13.3""",No,Yes,Full HD,1920 x 1080,,,Intel UHD Graphics,Integrated Card,128 GB PCIe,4 GB x 1,1,0,No,802.11ax  Wireless LAN,Wi-Fi 6,Yes,"2x USB 3.0 (1x Sleep & Charge)1x USB 3.1 Type-C Gen 1 (supporting power delivery, data transfer and display)",1 x HDMI,U.S. English KeyboardSpill-Resistand Keyboard,,Webcam with TruTalk Dual Microphones,Micro SD,Thin and Light,Everyday Value,Consumer,4-cell Lithium Ion,Up to 12 Hours,,"January 04, 2021","2    294.99
Name: 229, dtype: object",,,DDR4 2400,,,,16 GB,,,1 x Headphone/Microphone Combo Jack,Synaptics ClickPad multi-touch touch pad,AC adapter - 45W (19V 2.37A),,,,,Intel Ethernet Connection I219 Family,1 x RJ-45,Stereo Speakers with DTS Audio Processing,,,Dynabook Service Station1 month trial for new Microsoft Office 365 customers,,,,,,,,,,,,,,,,,
"Dell Inspiron 7610,16 inch 3K QHD+ 3072 x 1920 Laptop,11th Gen Intel Core i7-11800H,32GB DDR4,1TB SSD,NVIDIA GeForce RTX 3060 6GB GDDR6,Wifi-AX, BlueTooth,HDMI,Windows 11 Pro",,DELL,Inspiron,7610,Blue,Windows 11 Pro,11th Generation Intel Core i7-11800H 8-Core Processor 2.30GHz Up to 4.60GHz,16 inch QHD+ (3072 x 1920) 16:10 3K Anti-Glare IPS 300-nits 100% sRGB Non-Touch Display,32GB,1 TB,NVIDIA GeForce RTX 3060,6 GB,9.74 x 13.99 x 0.75 inches,4.43,Intel Core i7 11th Gen,11800H (2.30GHz),4.60GHz,8-core Processor,24 MB,"16.0""",No,Yes,QHD,3072 x 1920,IPS,16 inch QHD+ (3072 x 1920) 16:10 3K Anti-Glare IPS 300-nits 100% sRGB Non-Touch Display,NVIDIA GeForce RTX 3060 Laptop GPU,Dedicated Card,1 TB,,2,,No,802.11ax  Wireless LAN,Wi-Fi 6,Bluetooth 5.0,2 x USB 3.2 Gen 1,1 x HDMI,Full size with Keyboard light,Backlit,Yes,SD card reader,Standard,Gaming,Business,6-cell Lithium Ion,Up to 7 Hours,"Laptop, Power Adapter, Power Cord","January 11, 2022","2    1,349.00
Name: 230, dtype: object",,No,DDR4 3200,Fingerprint reader,,1 TB,32 GB,,1 x Thunderbolt 3,1 x Headphone/Microphone Combo Jack,Yes,130-watt AC Adapter,,100% sRGB,Integrated Sound card,,,No,Internal Speakers,Thin,,,,,,1 x HDMI,Retail,,,,,,Yes Power Delivery,No,64-bit,24 MB Intel Smart Cache,,,
"Newest ASUS TUF A15 Gaming Laptop, 15.6 Full HD 144Hz Display, AMD Ryzen 7 4800H Processor, GeForce RTX 3050 Graphics, 16GB RAM, 512GB SSD, RGB Backlit Keyboard, Wi-Fi 6, Windows 10 Home",,,,,Black,Windows 10 Home,,,16GB,,,,,,AMD Ryzen 7,2.90GHz,,,,"15.6""",No,,,,,,NVIDIA GeForce RTX 3050 Laptop GPU,,512 GB,,,,,,,,,,,,,,,Gaming,,,,,"December 29, 2021","2    1,249.00
Name: 231, dtype: object",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP 15.6"" Full HD TouchScreen LED IPS Notebook,4th Gen AMD Ryzen 7 4700U 8-Core Processor,16GB DDR4,512GB SSD, AMD Radeon Graphics,Wifi,Bluetooth,USB,HDMI, Windows 10 Pro",,HP,HP15HD,15-EF1013,Silver,Windows 10 Pro,4th Generation AMD Ryzen 7 4700U APU 8-Core processor at 2.00GHz base frequency up to 4.10GHz,"15.6"" Full HD IPS LED TouchScreen (1920 x 1080) 250 nits",16GB,512GB SSD,AMD Radeon Graphics,,14.11 x 9.53 x .78,4.75,AMD Ryzen 7,4700U (2.00GHz),4.10GHz,8-core Processor,8MB,"15.6""",Yes,Yes,"15.6"" Full HD IPS LED TouchScreen (1920 x 1080) 250 nits",1920 x 1080,,"15.6"" Full HD IPS LED TouchScreen (1920 x 1080) 250 nits",AMD Radeon Graphics,Integrated,512 GB,16GB DDR4,,,No,Wireless-AC LAN,,Bluetooth 4.2,"2 x USB 3.1, 1 x USB Type-C 3.1",1 x HDMI,Full size keyboard with numeric keypad,No,HD Widevision HD Webcam with integrated dual digital microphone,1 x multi-format SD media card reader,Standard,Mainstream,Business,"3-cell, 41 Wh Li-ion battery",Up to 7 Hours,"Laptop, Power adapter, Power Cord","October 08, 2021","2    749.00
Name: 232, dtype: object",,No,DDR4,,,512GB Solid State Drive,32GB,,,1 x Headphone/Microphone Combo Jack,Yes,45W AC adapter,,,HD Audio,,No,,Integrated Stereo Speakers,,,,,,,HDMI,Retail,,4MB,,,,,,64-bit,,,Integrated,
"2022 Dell Latitude 3000 3520 15.6"" FHD (Intel 4-Core i7-1165G7, 32GB DDR4 RAM, 1TB PCIe SSD), 1080p IPS Full HD Business Laptop, Type-C, Wi-Fi 6, Webcam, HDMI Cable, Windows 10 Pro",,,,,Black,Windows 10 Pro,,,32GB,,,,,3 - 3.9 lbs.,Intel Core i7 11th Gen,2.80GHz,,Quad-core Processor,,"15.6""",No,,,1920 x 1080,,,Intel Iris Xe Graphics,Integrated Card,1 TB,,,,,802.11ax  Wireless LAN,,Bluetooth 5.1,,1 x HDMI,,Non-backlit,,,,Work / Business,,4-cell Lithium Ion,,,"February 10, 2022","2    1,299.99
Name: 233, dtype: object",,No,,,,,,,,,,,,,,,,1 x RJ-45,,,,,,,,,,,,,,,,,,,,,
"Dell Inspiron 7610,16 inch 3K QHD+ 3072 x 1920 Laptop,11th Gen Intel Core i7-11800H,32GB DDR4,1TB SSD,NVIDIA GeForce RTX 3050 4GB GDDR6,Wifi-AX, BlueTooth,HDMI,Windows 10 Pro",,DELL,Inspiron,7610,Blue,Windows 10 Pro,11th Generation Intel Core i7-11800H 8-Core Processor 2.30GHz Up to 4.60GHz,16 inch QHD+ (3072 x 1920) 16:10 3K Anti-Glare IPS 300-nits 100% sRGB Non-Touch Display,32GB,1 TB,NVIDIA GeForce RTX 3050,4GB,9.74 x 13.99 x 0.75 inches,4.43,Intel Core i7 11th Gen,11800H (2.30GHz),4.60GHz,8-core Processor,24 MB,"16.0""",No,Yes,QHD,3072 x 1920,IPS,16 inch QHD+ (3072 x 1920) 16:10 3K Anti-Glare IPS 300-nits 100% sRGB Non-Touch Display,NVIDIA GeForce RTX 3050 Laptop GPU,Dedicated Card,1 TB,,2,,No,802.11ax  Wireless LAN,Wi-Fi 6,Bluetooth 5.0,2 x USB 3.2 Gen 1,1 x HDMI,Full size with Keyboard light,Backlit,Yes,SD card reader,Standard,Gaming,Business,6-cell Lithium Ion,Up to 7 Hours,"Laptop, Power Adapter, Power Cord","November 17, 2021","2    1,349.00
Name: 234, dtype: object",,No,DDR4 3200,Fingerprint reader,,1 TB,32 GB,,1 x Thunderbolt 3,1 x Headphone/Microphone Combo Jack,Yes,130-watt AC Adapter,,100% sRGB,Integrated Sound card,,,No,Internal Speakers,Thin,,,,,,1 x HDMI,Retail,,,,,,Yes Power Delivery,No,64-bit,24 MB Intel Smart Cache,,,
